,Geneid,KO,Pathway_ko,Definition
2278,Cre03.g181450,K19382,09182,Protein families: genetic information processing\n
2279,Cre03.g181500,K00705,09101,Carbohydrate metabolism\n
2280,Cre03.g182050,K01897,09103,Lipid metabolism\n
2281,Cre03.g182050,K01897,00071,Fatty acid degradation\n
2282,Cre03.g182050,K01897,09141,Transport and catabolism\n
2283,Cre03.g182050,K01897,09143,Cell growth and death\n
2284,Cre03.g182050,K01897,09145,Cellular community - prokaryotes\n
2285,Cre03.g182050,K01897,09152,Endocrine system\n
2286,Cre03.g182050,K01897,03320,PPAR signaling pathway\n
2287,Cre03.g182050,K01897,09159,Environmental adaptation\n
2288,Cre03.g182050,K01897,09181,Protein families: metabolism\n
2289,Cre03.g182050,K01897,09183,Protein families: signaling and cellular processes\n
2290,Cre03.g182100,K00913,09101,Carbohydrate metabolism\n
2291,Cre03.g182100,K00913,09132,Signal transduction\n
2292,Cre03.g182350,K13176,09122,Translation\n
2293,Cre03.g182350,K13176,09182,Protein families: genetic information processing\n
2294,Cre03.g182350,K13176,03041,Spliceosome\n
2295,Cre03.g182400,K18932,09191,Unclassified: metabolism\n
2296,Cre03.g182500,K03108,09123,"Folding, sorting and degradation\n"
2297,Cre03.g182500,K03108,09183,Protein families: signaling and cellular processes\n
2298,Cre03.g182551,K02638,09102,Energy metabolism\n
2299,Cre03.g182551,K02638,09181,Protein families: metabolism\n
2300,Cre03.g182650,K13511,09103,Lipid metabolism\n
2301,Cre03.g182650,K13511,09181,Protein families: metabolism\n
2302,Cre03.g182800,K00827,09105,Amino acid metabolism\n
2303,Cre03.g182800,K00827,00260,"Glycine, serine and threonine metabolism\n"
2304,Cre03.g182800,K00827,00270,Cysteine and methionine metabolism\n
2305,Cre03.g182800,K00827,00280,"Valine, leucine and isoleucine degradation\n"
2306,Cre03.g182800,K00827,09181,Protein families: metabolism\n
2307,Cre03.g182950,K12820,09121,Transcription\n
2308,Cre03.g182950,K12820,09182,Protein families: genetic information processing\n
2309,Cre03.g182950,K12820,03009,Ribosome biogenesis\n
2310,Cre03.g183500,K14851,09182,Protein families: genetic information processing\n
2311,Cre03.g183650,K01126,09103,Lipid metabolism\n
2312,Cre03.g183700,K00706,09101,Carbohydrate metabolism\n
2313,Cre03.g183700,K00706,09132,Signal transduction\n
2314,Cre03.g183700,K00706,09181,Protein families: metabolism\n
2315,Cre03.g183850,K02639,09102,Energy metabolism\n
2316,Cre03.g183850,K02639,09181,Protein families: metabolism\n
2317,Cre03.g184350,K13094,09182,Protein families: genetic information processing\n
2318,Cre03.g184400,K03574,09182,Protein families: genetic information processing\n
2319,Cre03.g184450,K08850,09181,Protein families: metabolism\n
2320,Cre03.g184450,K08850,09182,Protein families: genetic information processing\n
2321,Cre03.g184651,K10871,09124,Replication and repair\n
2322,Cre03.g184651,K10871,09182,Protein families: genetic information processing\n
2323,Cre03.g184800,K01510,09104,Nucleotide metabolism\n
2324,Cre03.g184800,K01510,00240,Pyrimidine metabolism\n
2325,Cre03.g184800,K01510,09172,Infectious diseases: Viral\n
2326,Cre03.g184800,K01510,09183,Protein families: signaling and cellular processes\n
2327,Cre03.g185000,K11000,09181,Protein families: metabolism\n
2328,Cre03.g185100,K15698,09182,Protein families: genetic information processing\n
2329,Cre03.g185250,K00703,09101,Carbohydrate metabolism\n
2330,Cre03.g185250,K00703,09145,Cellular community - prokaryotes\n
2331,Cre03.g185250,K00703,09181,Protein families: metabolism\n
2332,Cre03.g185300,K12446,09101,Carbohydrate metabolism\n
2333,Cre03.g185350,K11000,09181,Protein families: metabolism\n
2334,Cre03.g185500,K13024,09132,Signal transduction\n
2335,Cre03.g185550,K01100,09102,Energy metabolism\n
2336,Cre03.g186200,K00981,09103,Lipid metabolism\n
2337,Cre03.g186200,K00981,09132,Signal transduction\n
2338,Cre03.g186500,K11303,09165,Substance dependence\n
2339,Cre03.g186500,K11303,09182,Protein families: genetic information processing\n
2340,Cre03.g186550,K11137,09124,Replication and repair\n
2341,Cre03.g186550,K11137,09132,Signal transduction\n
2342,Cre03.g186550,K11137,09182,Protein families: genetic information processing\n
2343,Cre03.g186550,K11137,03400,DNA repair and recombination proteins\n
2344,Cre03.g186900,K12456,09123,"Folding, sorting and degradation\n"
2345,Cre03.g186900,K12456,09143,Cell growth and death\n
2346,Cre03.g186900,K12456,04114,Oocyte meiosis\n
2347,Cre03.g186900,K12456,09152,Endocrine system\n
2348,Cre03.g186900,K12456,09182,Protein families: genetic information processing\n
2349,Cre03.g186900,K12456,03036,Chromosome and associated proteins\n
2350,Cre03.g186950,K17499,09181,Protein families: metabolism\n
2351,Cre03.g187050,K12303,09183,Protein families: signaling and cellular processes\n
2352,Cre03.g187200,K10418,09155,Excretory system\n
2353,Cre03.g187200,K10418,09183,Protein families: signaling and cellular processes\n
2354,Cre03.g187350,K10390,09182,Protein families: genetic information processing\n
2355,Cre03.g187350,K10390,09183,Protein families: signaling and cellular processes\n
2356,Cre03.g187450,K01807,09101,Carbohydrate metabolism\n
2357,Cre03.g187450,K01807,09102,Energy metabolism\n
2358,Cre03.g188200,K12589,09123,"Folding, sorting and degradation\n"
2359,Cre03.g188200,K12589,09182,Protein families: genetic information processing\n
2360,Cre03.g188250,K00975,09101,Carbohydrate metabolism\n
2361,Cre03.g188250,K00975,00520,Amino sugar and nucleotide sugar metabolism\n
2362,Cre03.g188250,K00975,09145,Cellular community - prokaryotes\n
2363,Cre03.g188500,K12197,09141,Transport and catabolism\n
2364,Cre03.g188500,K12197,09143,Cell growth and death\n
2365,Cre03.g188500,K12197,09182,Protein families: genetic information processing\n
2366,Cre03.g188500,K12197,09183,Protein families: signaling and cellular processes\n
2367,Cre03.g188550,K14806,09181,Protein families: metabolism\n
2368,Cre03.g188550,K14806,09182,Protein families: genetic information processing\n
2369,Cre03.g188750,K13177,09182,Protein families: genetic information processing\n
2370,Cre03.g188750,K13177,03016,Transfer RNA biogenesis\n
2371,Cre03.g189000,K10877,09124,Replication and repair\n
2372,Cre03.g189000,K10877,09182,Protein families: genetic information processing\n
2373,Cre03.g189050,K15538,09191,Unclassified: metabolism\n
2374,Cre03.g189250,K07904,09141,Transport and catabolism\n
2375,Cre03.g189250,K07904,09154,Digestive system\n
2376,Cre03.g189250,K07904,09155,Excretory system\n
2377,Cre03.g189250,K07904,04961,Endocrine and other factor-regulated calcium reabsorption\n
2378,Cre03.g189250,K07904,09182,Protein families: genetic information processing\n
2379,Cre03.g189250,K07904,09183,Protein families: signaling and cellular processes\n
2380,Cre03.g189250,K07904,04031,GTP-binding proteins\n
2381,Cre03.g189400,K01875,09122,Translation\n
2382,Cre03.g189400,K01875,09181,Protein families: metabolism\n
2383,Cre03.g189400,K01875,09182,Protein families: genetic information processing\n
2384,Cre03.g189500,K03574,09182,Protein families: genetic information processing\n
2385,Cre03.g189550,K07238,09183,Protein families: signaling and cellular processes\n
2386,Cre03.g189605,K15176,09182,Protein families: genetic information processing\n
2387,Cre03.g189650,K04498,09132,Signal transduction\n
2388,Cre03.g189650,K04498,04330,Notch signaling pathway\n
2389,Cre03.g189650,K04498,04350,TGF-beta signaling pathway\n
2390,Cre03.g189650,K04498,04630,Jak-STAT signaling pathway\n
2391,Cre03.g189650,K04498,04066,HIF-1 signaling pathway\n
2392,Cre03.g189650,K04498,04068,FoxO signaling pathway\n
2393,Cre03.g189650,K04498,04024,cAMP signaling pathway\n
2394,Cre03.g189650,K04498,09143,Cell growth and death\n
2395,Cre03.g189650,K04498,09144,Cellular community - eukaryotes\n
2396,Cre03.g189650,K04498,09152,Endocrine system\n
2397,Cre03.g189650,K04498,04919,Thyroid hormone signaling pathway\n
2398,Cre03.g189650,K04498,04916,Melanogenesis\n
2399,Cre03.g189650,K04498,09156,Nervous system\n
2400,Cre03.g189650,K04498,09161,Cancers: Overview\n
2401,Cre03.g189650,K04498,05206,MicroRNAs in cancer\n
2402,Cre03.g189650,K04498,05203,Viral carcinogenesis\n
2403,Cre03.g189650,K04498,09162,Cancers: Specific types\n
2404,Cre03.g189650,K04498,05215,Prostate cancer\n
2405,Cre03.g189650,K04498,09164,Neurodegenerative diseases\n
2406,Cre03.g189650,K04498,09171,Infectious diseases: Bacterial\n
2407,Cre03.g189650,K04498,09172,Infectious diseases: Viral\n
2408,Cre03.g189650,K04498,05164,Influenza A\n
2409,Cre03.g189650,K04498,05161,Hepatitis B\n
2410,Cre03.g189650,K04498,05168,Herpes simplex infection\n
2411,Cre03.g189650,K04498,05167,Kaposi sarcoma-associated herpesvirus infection\n
2412,Cre03.g189650,K04498,05165,Human papillomavirus infection\n
2413,Cre03.g189650,K04498,09182,Protein families: genetic information processing\n
2414,Cre03.g189650,K04498,03036,Chromosome and associated proteins\n
2415,Cre03.g189650,K04498,03029,Mitochondrial biogenesis\n
2416,Cre03.g189700,K07735,09182,Protein families: genetic information processing\n
2417,Cre03.g189950,K09553,09164,Neurodegenerative diseases\n
2418,Cre03.g189950,K09553,09182,Protein families: genetic information processing\n
2419,Cre03.g190100,K03253,09122,Translation\n
2420,Cre03.g190100,K03253,09182,Protein families: genetic information processing\n
2421,Cre03.g190100,K03253,03012,Translation factors\n
2422,Cre03.g190500,K05546,09107,Glycan biosynthesis and metabolism\n
2423,Cre03.g190500,K05546,09123,"Folding, sorting and degradation\n"
2424,Cre03.g190750,K00943,09104,Nucleotide metabolism\n
2425,Cre03.g190800,K00943,09104,Nucleotide metabolism\n
2426,Cre03.g190850,K13238,09103,Lipid metabolism\n
2427,Cre03.g190950,K07374,09141,Transport and catabolism\n
2428,Cre03.g190950,K07374,09143,Cell growth and death\n
2429,Cre03.g190950,K07374,09144,Cellular community - eukaryotes\n
2430,Cre03.g190950,K07374,04540,Gap junction\n
2431,Cre03.g190950,K07374,09171,Infectious diseases: Bacterial\n
2432,Cre03.g190950,K07374,09182,Protein families: genetic information processing\n
2433,Cre03.g190950,K07374,03036,Chromosome and associated proteins\n
2434,Cre03.g190950,K07374,09183,Protein families: signaling and cellular processes\n
2435,Cre03.g190950,K07374,04147,Exosome\n
2436,Cre03.g191050,K07936,09122,Translation\n
2437,Cre03.g191050,K07936,03008,Ribosome biogenesis in eukaryotes\n
2438,Cre03.g191050,K07936,09172,Infectious diseases: Viral\n
2439,Cre03.g191050,K07936,09182,Protein families: genetic information processing\n
2440,Cre03.g191050,K07936,03009,Ribosome biogenesis\n
2441,Cre03.g191050,K07936,03016,Transfer RNA biogenesis\n
2442,Cre03.g191050,K07936,03036,Chromosome and associated proteins\n
2443,Cre03.g191050,K07936,09183,Protein families: signaling and cellular processes\n
2444,Cre03.g191050,K07936,04031,GTP-binding proteins\n
2445,Cre03.g191200,K06236,09132,Signal transduction\n
2446,Cre03.g191200,K06236,09133,Signaling molecules and interaction\n
2447,Cre03.g191200,K06236,09144,Cellular community - eukaryotes\n
2448,Cre03.g191200,K06236,09151,Immune system\n
2449,Cre03.g191200,K06236,09152,Endocrine system\n
2450,Cre03.g191200,K06236,09154,Digestive system\n
2451,Cre03.g191200,K06236,09167,Endocrine and metabolic diseases\n
2452,Cre03.g191200,K06236,09172,Infectious diseases: Viral\n
2453,Cre03.g191200,K06236,09174,Infectious diseases: Parasitic\n
2454,Cre03.g191200,K06236,09183,Protein families: signaling and cellular processes\n
2455,Cre03.g191350,K05645,09131,Membrane transport\n
2456,Cre03.g191350,K05645,09183,Protein families: signaling and cellular processes\n
2457,Cre03.g191850,K11147,09108,Metabolism of cofactors and vitamins\n
2458,Cre03.g191850,K11147,09141,Transport and catabolism\n
2459,Cre03.g191900,K11840,09181,Protein families: metabolism\n
2460,Cre03.g191900,K11840,09182,Protein families: genetic information processing\n
2461,Cre03.g192000,K14299,09122,Translation\n
2462,Cre03.g192000,K14299,09132,Signal transduction\n
2463,Cre03.g192000,K14299,09182,Protein families: genetic information processing\n
2464,Cre03.g192050,K07243,09183,Protein families: signaling and cellular processes\n
2465,Cre03.g192550,K10866,09124,Replication and repair\n
2466,Cre03.g192550,K10866,03450,Non-homologous end-joining\n
2467,Cre03.g192550,K10866,09143,Cell growth and death\n
2468,Cre03.g192550,K10866,09182,Protein families: genetic information processing\n
2469,Cre03.g192550,K10866,03400,DNA repair and recombination proteins\n
2470,Cre03.g192600,K00857,09104,Nucleotide metabolism\n
2471,Cre03.g192600,K00857,09111,Xenobiotics biodegradation and metabolism\n
2472,Cre03.g192850,K14521,09122,Translation\n
2473,Cre03.g192850,K14521,09182,Protein families: genetic information processing\n
2474,Cre03.g193350,K04459,09132,Signal transduction\n
2475,Cre03.g193350,K04459,09181,Protein families: metabolism\n
2476,Cre03.g193550,K17427,09182,Protein families: genetic information processing\n
2477,Cre03.g193750,K00605,09101,Carbohydrate metabolism\n
2478,Cre03.g193750,K00605,09105,Amino acid metabolism\n
2479,Cre03.g193750,K00605,09108,Metabolism of cofactors and vitamins\n
2480,Cre03.g193800,K01893,09122,Translation\n
2481,Cre03.g193800,K01893,09181,Protein families: metabolism\n
2482,Cre03.g193800,K01893,09182,Protein families: genetic information processing\n
2483,Cre03.g193850,K01899,09101,Carbohydrate metabolism\n
2484,Cre03.g193850,K01899,00640,Propanoate metabolism\n
2485,Cre03.g193900,K03004,09121,Transcription\n
2486,Cre03.g193900,K03004,09182,Protein families: genetic information processing\n
2487,Cre03.g193950,K17892,09191,Unclassified: metabolism\n
2488,Cre03.g194000,K12819,09121,Transcription\n
2489,Cre03.g194000,K12819,09182,Protein families: genetic information processing\n
2490,Cre03.g194200,K00162,09101,Carbohydrate metabolism\n
2491,Cre03.g194200,K00162,00020,Citrate cycle (TCA cycle)\n
2492,Cre03.g194200,K00162,00620,Pyruvate metabolism\n
2493,Cre03.g194200,K00162,09132,Signal transduction\n
2494,Cre03.g194200,K00162,09152,Endocrine system\n
2495,Cre03.g194200,K00162,09161,Cancers: Overview\n
2496,Cre03.g194250,K05609,09181,Protein families: metabolism\n
2497,Cre03.g194250,K05609,09182,Protein families: genetic information processing\n
2498,Cre03.g194300,K18163,09159,Environmental adaptation\n
2499,Cre03.g194300,K18163,09182,Protein families: genetic information processing\n
2500,Cre03.g194400,K03246,09122,Translation\n
2501,Cre03.g194400,K03246,09182,Protein families: genetic information processing\n
2502,Cre03.g194650,K13696,09194,Poorly characterized\n
2503,Cre03.g194700,K01187,09101,Carbohydrate metabolism\n
2504,Cre03.g194700,K01187,00500,Starch and sucrose metabolism\n
2505,Cre03.g194800,K14399,09122,Translation\n
2506,Cre03.g194800,K14399,09182,Protein families: genetic information processing\n
2507,Cre03.g194850,K00026,09101,Carbohydrate metabolism\n
2508,Cre03.g194850,K00026,00620,Pyruvate metabolism\n
2509,Cre03.g194850,K00026,00630,Glyoxylate and dicarboxylate metabolism\n
2510,Cre03.g194850,K00026,09102,Energy metabolism\n
2511,Cre03.g194850,K00026,09105,Amino acid metabolism\n
2512,Cre03.g195350,K00573,09191,Unclassified: metabolism\n
2513,Cre03.g195450,K16757,09182,Protein families: genetic information processing\n
2514,Cre03.g195600,K01194,09101,Carbohydrate metabolism\n
2515,Cre03.g195600,K01194,09183,Protein families: signaling and cellular processes\n
2516,Cre03.g195650,K02946,09122,Translation\n
2517,Cre03.g195650,K02946,09182,Protein families: genetic information processing\n
2518,Cre03.g195750,K14961,09167,Endocrine and metabolic diseases\n
2519,Cre03.g195750,K14961,09182,Protein families: genetic information processing\n
2520,Cre03.g196050,K16745,09182,Protein families: genetic information processing\n
2521,Cre03.g196300,K15045,09172,Infectious diseases: Viral\n
2522,Cre03.g196300,K15045,05160,Hepatitis C\n
2523,Cre03.g196350,K09858,09194,Poorly characterized\n
2524,Cre03.g196400,K11322,09182,Protein families: genetic information processing\n
2525,Cre03.g196450,K15178,09182,Protein families: genetic information processing\n
2526,Cre03.g196651,K10849,09124,Replication and repair\n
2527,Cre03.g196651,K10849,03460,Fanconi anemia pathway\n
2528,Cre03.g196651,K10849,09176,Drug resistance: Antineoplastic\n
