	Unnamed: 0	KO	Pathway_ko	Definition	Geneid
1578	1578	K10577	9161	Cancers: Overview	Cre06.g310000
1579	1579	K10577	9182	Protein families: genetic information processing	Cre17.g712350
1580	1580	K10577	4121	Ubiquitin system	Cre06.g310450
1581	1581	K13125	9182	Protein families: genetic information processing	Cre06.g310700
1582	1582	K03531	9143	Cell growth and death	Cre06.g310750
1583	1583	K03531	9182	Protein families: genetic information processing	Cre06.g311050
1584	1584	K03531	9183	Protein families: signaling and cellular processes	Cre06.g311400
1585	1585	K03531	2048	Prokaryotic defense system	Cre06.g311600
1586	1586	K15747	9109	Metabolism of terpenoids and polyketides	Cre06.g311900
1587	1587	K15747	9181	Protein families: metabolism	Cre07.g312350
1588	1588	K12165	9182	Protein families: genetic information processing	Cre07.g325550
1589	1589	K15631	9108	Metabolism of cofactors and vitamins	Cre07.g312750
1590	1590	K01892	9122	Translation	Cre07.g312900
1591	1591	K01892	9181	Protein families: metabolism	Cre17.g746597
1592	1592	K01892	9182	Protein families: genetic information processing	Cre07.g313185
1593	1593	K17582	9181	Protein families: metabolism	Cre07.g313302
1594	1594	K07937	9132	Signal transduction	Cre11.g467547
1595	1595	K07937	9141	Transport and catabolism	Cre07.g314100
1596	1596	K07937	9171	Infectious diseases: Bacterial	Cre07.g314150
1597	1597	K07937	5134	Legionellosis	Cre09.g395150
1598	1598	K07937	9182	Protein families: genetic information processing	Cre07.g314550
1599	1599	K07937	9183	Protein families: signaling and cellular processes	Cre07.g314600
1600	1600	K07937	4031	GTP-binding proteins	Cre10.g436650
1601	1601	K12627	9121	Transcription	Cre07.g314950
1602	1602	K12627	9123	Folding, sorting and degradation	Cre07.g315050
1603	1603	K12627	9182	Protein families: genetic information processing	Cre12.g560700
1604	1604	K12627	3041	Spliceosome	Cre07.g316600
1605	1605	K15255	9182	Protein families: genetic information processing	Cre07.g316850
1606	1606	K15255	3029	Mitochondrial biogenesis	Cre12.g536050
1607	1607	K00630	9103	Lipid metabolism	Cre07.g317250
1608	1608	K00630	564	Glycerophospholipid metabolism	Cre07.g317908
1609	1609	K00630	9181	Protein families: metabolism	Cre07.g318450
1610	1610	K02943	9122	Translation	Cre07.g318651
1611	1611	K02943	9182	Protein families: genetic information processing	Cre07.g318702
1612	1612	K01872	9122	Translation	Cre07.g318750
1613	1613	K01872	9181	Protein families: metabolism	Cre07.g318850
1614	1614	K01872	9182	Protein families: genetic information processing	Cre07.g318850
1615	1615	K00030	9101	Carbohydrate metabolism	Cre07.g319100
1616	1616	K14011	9123	Folding, sorting and degradation	Cre07.g319300
1617	1617	K15285	9183	Protein families: signaling and cellular processes	Cre14.g629960
1618	1618	K19372	9182	Protein families: genetic information processing	Cre17.g722150
1619	1619	K02950	9122	Translation	Cre07.g319750
1620	1620	K02950	9182	Protein families: genetic information processing	Cre07.g319900
1621	1621	K14640	9183	Protein families: signaling and cellular processes	Cre07.g320150
1622	1622	K14640	9183	Protein families: signaling and cellular processes	Cre07.g320300
1623	1623	K14640	9183	Protein families: signaling and cellular processes	Cre17.g722150
1624	1624	K14640	9183	Protein families: signaling and cellular processes	Cre07.g320650
1625	1625	K14682	9105	Amino acid metabolism	Cre16.g649050
1626	1626	K02834	9182	Protein families: genetic information processing	Cre16.g649050
1627	1627	K00919	9109	Metabolism of terpenoids and polyketides	Cre16.g649050
1628	1628	K16302	9183	Protein families: signaling and cellular processes	Cre07.g321350
1629	1629	K01578	9101	Carbohydrate metabolism	Cre07.g322000
1630	1630	K01578	9106	Metabolism of other amino acids	Cre07.g322176
1631	1631	K01578	9132	Signal transduction	Cre08.g382545
1632	1632	K01578	9141	Transport and catabolism	Cre07.g322300
1633	1633	K14831	9182	Protein families: genetic information processing	Cre07.g322900
1634	1634	K02978	9122	Translation	Cre12.g560600
1635	1635	K02978	9182	Protein families: genetic information processing	Cre07.g323050
1636	1636	K15544	9122	Translation	Cre07.g323100
1637	1637	K15544	9182	Protein families: genetic information processing	Cre07.g323150
1638	1638	K15544	3019	Messenger RNA biogenesis	Cre07.g323450
1639	1639	K14207	9154	Digestive system	Cre07.g323750
1640	1640	K14207	9156	Nervous system	Cre07.g324050
1641	1641	K14207	4727	GABAergic synapse	Cre07.g324200
1642	1642	K14207	9183	Protein families: signaling and cellular processes	Cre07.g324400
1643	1643	K14207	9154	Digestive system	Cre07.g324600
1644	1644	K14207	9156	Nervous system	Cre10.g418950
1645	1645	K14207	4727	GABAergic synapse	Cre07.g325400
1646	1646	K14207	9183	Protein families: signaling and cellular processes	Cre11.g477625
1647	1647	K00025	9101	Carbohydrate metabolism	Cre07.g325550
1648	1648	K00025	620	Pyruvate metabolism	Cre07.g325600
1649	1649	K00025	630	Glyoxylate and dicarboxylate metabolism	Cre07.g325700
1650	1650	K00025	9102	Energy metabolism	Cre07.g325711
1651	1651	K00025	9105	Amino acid metabolism	Cre09.g391097
1652	1652	K00025	9155	Excretory system	Cre07.g325713
1653	1653	K14798	9182	Protein families: genetic information processing	Cre07.g325716
1654	1654	K00626	9101	Carbohydrate metabolism	Cre07.g325724
1655	1655	K00626	630	Glyoxylate and dicarboxylate metabolism	Cre10.g430800
1656	1656	K00626	640	Propanoate metabolism	Cre16.g654300
1657	1657	K00626	650	Butanoate metabolism	Cre16.g676757
1658	1658	K00626	9102	Energy metabolism	Cre16.g676757
1659	1659	K00626	9103	Lipid metabolism	Cre07.g325746
1660	1660	K00626	72	Synthesis and degradation of ketone bodies	Cre07.g325748
1661	1661	K00626	9105	Amino acid metabolism	Cre07.g326450
1662	1662	K00626	310	Lysine degradation	Cre12.g518200
1663	1663	K00626	380	Tryptophan metabolism	Cre12.g500350
1664	1664	K00626	9109	Metabolism of terpenoids and polyketides	Cre07.g326950
1665	1665	K00626	9111	Xenobiotics biodegradation and metabolism	Cre07.g327350
1666	1666	K00626	9132	Signal transduction	Cre07.g327400
1667	1667	K00626	9183	Protein families: signaling and cellular processes	Cre07.g327800
1668	1668	K04487	9108	Metabolism of cofactors and vitamins	Cre12.g518200
1669	1669	K04487	9123	Folding, sorting and degradation	Cre17.g746647
1670	1670	K04487	9182	Protein families: genetic information processing	Cre07.g328400
1671	1671	K04487	3029	Mitochondrial biogenesis	Cre07.g328450
1672	1672	K04487	9183	Protein families: signaling and cellular processes	Cre07.g328600
1673	1673	K18669	9143	Cell growth and death	Cre17.g747397
1674	1674	K18669	9181	Protein families: metabolism	Cre19.g750597
1675	1675	K12402	9141	Transport and catabolism	Cre07.g329050
1676	1676	K12402	9182	Protein families: genetic information processing	Cre12.g520150
1677	1677	K16582	9182	Protein families: genetic information processing	Cre07.g329700
1678	1678	K16582	9183	Protein families: signaling and cellular processes	Cre09.g387245
1679	1679	K18328	9182	Protein families: genetic information processing	Cre07.g330250
1680	1680	K15849	9105	Amino acid metabolism	Cre16.g662702
1681	1681	K15849	360	Phenylalanine metabolism	Cre07.g330400
1682	1682	K15849	400	Phenylalanine, tyrosine and tryptophan biosynthesis	Cre16.g652550
1683	1683	K15849	9110	Biosynthesis of other secondary metabolites	Cre07.g330600
1684	1684	K15849	960	Tropane, piperidine and pyridine alkaloid biosynthesis	Cre07.g330850
1685	1685	K14347	9183	Protein families: signaling and cellular processes	Cre07.g330950
1686	1686	K14347	4147	Exosome	Cre16.g683450
1687	1687	K01809	9101	Carbohydrate metabolism	Cre07.g331550
1688	1688	K01809	520	Amino sugar and nucleotide sugar metabolism	Cre07.g331900
1689	1689	K03667	9182	Protein families: genetic information processing	Cre07.g332150
1690	1690	K00873	9101	Carbohydrate metabolism	Cre14.g617300
1691	1691	K00873	620	Pyruvate metabolism	Cre07.g332786
1692	1692	K00873	9104	Nucleotide metabolism	Cre07.g332800
1693	1693	K00873	9152	Endocrine system	Cre07.g333535
1694	1694	K00873	9161	Cancers: Overview	Cre07.g333900
1695	1695	K00873	5203	Viral carcinogenesis	Cre07.g333950
1696	1696	K00873	9167	Endocrine and metabolic diseases	Cre07.g334100
1697	1697	K00873	9172	Infectious diseases: Viral	Cre07.g334200
1698	1698	K00873	9182	Protein families: genetic information processing	Cre07.g334550
1699	1699	K00873	9183	Protein families: signaling and cellular processes	Cre07.g334650
1700	1700	K01887	9122	Translation	Cre17.g700950
1701	1701	K01887	9181	Protein families: metabolism	Cre07.g334851
1702	1702	K01887	9182	Protein families: genetic information processing	Cre13.g606000
1703	1703	K01887	3029	Mitochondrial biogenesis	Cre11.g467723
1704	1704	K11308	9182	Protein families: genetic information processing	Cre07.g335750
1705	1705	K10523	9132	Signal transduction	Cre07.g335950
1706	1706	K10523	4341	Hedgehog signaling pathway - fly	Cre07.g336200
1707	1707	K10523	9182	Protein families: genetic information processing	Cre07.g336250
1708	1708	K13412	9159	Environmental adaptation	Cre07.g336600
1709	1709	K13412	9174	Infectious diseases: Parasitic	Cre12.g552200
1710	1710	K13412	9181	Protein families: metabolism	Cre07.g337050
1711	1711	K01739	9102	Energy metabolism	Cre07.g337150
1712	1712	K01739	9105	Amino acid metabolism	Cre07.g337516
1713	1713	K01739	9106	Metabolism of other amino acids	Cre07.g337650
1714	1714	K01638	9101	Carbohydrate metabolism	Cre07.g338000
1715	1715	K01638	630	Glyoxylate and dicarboxylate metabolism	Cre07.g338200
1716	1716	K00873	9101	Carbohydrate metabolism	Cre07.g338200
1717	1717	K00873	620	Pyruvate metabolism	Cre07.g338400
1718	1718	K00873	9104	Nucleotide metabolism	Cre12.g524150
1719	1719	K00873	9152	Endocrine system	Cre07.g339050
1720	1720	K00873	9161	Cancers: Overview	Cre17.g747397
1721	1721	K00873	5203	Viral carcinogenesis	Cre17.g741450
1722	1722	K00873	9167	Endocrine and metabolic diseases	Cre07.g339250
1723	1723	K00873	9172	Infectious diseases: Viral	Cre07.g339350
1724	1724	K00873	9182	Protein families: genetic information processing	Cre07.g339554
1725	1725	K00873	9183	Protein families: signaling and cellular processes	Cre07.g339700
1726	1726	K18624	9183	Protein families: signaling and cellular processes	Cre07.g339750
1727	1727	K11324	9182	Protein families: genetic information processing	Cre07.g340050
1728	1728	K17681	9182	Protein families: genetic information processing	Cre10.g421650
1729	1729	K14689	9183	Protein families: signaling and cellular processes	Cre16.g648200
1730	1730	K10406	9183	Protein families: signaling and cellular processes	Cre07.g341300
1731	1731	K10408	9164	Neurodegenerative diseases	Cre14.g632000
1732	1732	K10408	9183	Protein families: signaling and cellular processes	Cre07.g341650
1733	1733	K12199	9141	Transport and catabolism	Cre07.g341700
1734	1734	K12199	9182	Protein families: genetic information processing	Cre07.g341800
1735	1735	K01487	9104	Nucleotide metabolism	Cre08.g376800
1736	1736	K16608	9183	Protein families: signaling and cellular processes	Cre07.g342050
1737	1737	K00326	9101	Carbohydrate metabolism	Cre07.g342150
1738	1738	K04799	9124	Replication and repair	Cre07.g342250
1739	1739	K04799	3410	Base excision repair	Cre14.g617750
1740	1740	K04799	3450	Non-homologous end-joining	Cre07.g342352
1741	1741	K04799	9182	Protein families: genetic information processing	Cre07.g342450
1742	1742	K04799	3400	DNA repair and recombination proteins	Cre07.g342750
1743	1743	K04799	9183	Protein families: signaling and cellular processes	Cre07.g342920
1744	1744	K01866	9122	Translation	Cre07.g343700
1745	1745	K01866	9181	Protein families: metabolism	Cre12.g492851
1746	1746	K01866	9182	Protein families: genetic information processing	Cre07.g344050
1747	1747	K01866	3029	Mitochondrial biogenesis	Cre07.g344100
1748	1748	K01736	9105	Amino acid metabolism	Cre07.g344350
1749	1749	K12951	9191	Unclassified: metabolism	Cre07.g344600
1750	1750	K03118	9123	Folding, sorting and degradation	Cre12.g531750
1751	1751	K03118	9131	Membrane transport	Cre07.g344600
1752	1752	K03118	9183	Protein families: signaling and cellular processes	Cre07.g344600
1753	1753	K14864	9182	Protein families: genetic information processing	Cre07.g344850
1754	1754	K15437	9182	Protein families: genetic information processing	Cre16.g687900
1755	1755	K00145	9105	Amino acid metabolism	Cre07.g345300
1756	1756	K03937	9102	Energy metabolism	Cre07.g345700
1757	1757	K03937	9156	Nervous system	Cre12.g510050
1758	1758	K03937	9159	Environmental adaptation	Cre09.g393728
1759	1759	K03937	9164	Neurodegenerative diseases	Cre16.g677450
1760	1760	K03937	5012	Parkinson disease	Cre07.g347400
1761	1761	K03937	5016	Huntington disease	Cre07.g347400
1762	1762	K03937	9167	Endocrine and metabolic diseases	Cre07.g348250
1763	1763	K14290	9122	Translation	Cre19.g750597
1764	1764	K14290	3008	Ribosome biogenesis in eukaryotes	Cre07.g348600
1765	1765	K14290	9132	Signal transduction	Cre17.g712350
1766	1766	K14290	9172	Infectious diseases: Viral	Cre07.g348900
1767	1767	K14290	5164	Influenza A	Cre07.g349100
1768	1768	K14290	9182	Protein families: genetic information processing	Cre07.g349950
1769	1769	K14290	3009	Ribosome biogenesis	Cre12.g537100
1770	1770	K14290	3016	Transfer RNA biogenesis	Cre07.g350750
1771	1771	K14290	3036	Chromosome and associated proteins	Cre07.g351000
1772	1772	K00654	9103	Lipid metabolism	Cre07.g351050
1773	1773	K00654	9132	Signal transduction	Cre17.g747397
1774	1774	K00654	9141	Transport and catabolism	Cre07.g351500
1775	1775	K00654	9181	Protein families: metabolism	Cre07.g351750
1776	1776	K12657	9105	Amino acid metabolism	Cre13.g573950
1777	1777	K03510	9124	Replication and repair	Cre07.g352251
1778	1778	K03510	9182	Protein families: genetic information processing	Cre07.g352251
1779	1779	K12417	9181	Protein families: metabolism	Cre17.g720050
1780	1780	K00485	9111	Xenobiotics biodegradation and metabolism	Cre13.g563550
1781	1781	K01647	9101	Carbohydrate metabolism	Cre07.g354301
1782	1782	K01647	630	Glyoxylate and dicarboxylate metabolism	Cre07.g352750
1783	1783	K15865	9182	Protein families: genetic information processing	Cre07.g353300
1784	1784	K14801	9182	Protein families: genetic information processing	Cre07.g353350
1785	1785	K11159	9191	Unclassified: metabolism	Cre07.g353450
1786	1786	K16803	9182	Protein families: genetic information processing	Cre07.g353850
1787	1787	K16803	9183	Protein families: signaling and cellular processes	Cre07.g353950
1788	1788	K02183	9132	Signal transduction	Cre07.g354100
1789	1789	K02183	4015	Rap1 signaling pathway	Cre12.g485150
1790	1790	K02183	4016	MAPK signaling pathway - plant	Cre07.g354301
1791	1791	K02183	4371	Apelin signaling pathway	Cre09.g397734
1792	1792	K02183	4020	Calcium signaling pathway	Cre09.g387150
1793	1793	K02183	4070	Phosphatidylinositol signaling system	Cre11.g482841
1794	1794	K02183	4024	cAMP signaling pathway	Cre13.g573950
1795	1795	K02183	4022	cGMP-PKG signaling pathway	Cre07.g355250
1796	1796	K02183	9143	Cell growth and death	Cre07.g355400
1797	1797	K02183	4218	Cellular senescence	Cre08.g368400
1798	1798	K02183	9151	Immune system	Cre14.g629920
1799	1799	K02183	9152	Endocrine system	Cre07.g356150
1800	1800	K02183	4922	Glucagon signaling pathway	Cre07.g356350
1801	1801	K02183	4912	GnRH signaling pathway	Cre12.g532450
1802	1802	K02183	4915	Estrogen signaling pathway	Cre07.g357550
1803	1803	K02183	4921	Oxytocin signaling pathway	Cre07.g357650
1804	1804	K02183	4916	Melanogenesis	Cre07.g357800
1805	1805	K02183	4924	Renin secretion	Cre07.g357850
1806	1806	K02183	4925	Aldosterone synthesis and secretion	Cre07.g357900
1807	1807	K02183	9153	Circulatory system	Cre10.g458450
1808	1808	K02183	4270	Vascular smooth muscle contraction	Cre17.g697950
1809	1809	K02183	9154	Digestive system	Cre08.g358538
1810	1810	K02183	4971	Gastric acid secretion	Cre08.g358556
1811	1811	K02183	9156	Nervous system	Cre16.g673729
1812	1812	K02183	4720	Long-term potentiation	Cre08.g358580
1813	1813	K02183	4722	Neurotrophin signaling pathway	Cre17.g712350
1814	1814	K02183	9157	Sensory system	Cre08.g359100
1815	1815	K02183	4745	Phototransduction - fly	Cre08.g359350
1816	1816	K02183	4740	Olfactory transduction	Cre08.g359700
1817	1817	K02183	4750	Inflammatory mediator regulation of TRP channels	Cre08.g359750
1818	1818	K02183	9159	Environmental adaptation	Cre17.g735550
1819	1819	K02183	4626	Plant-pathogen interaction	Cre08.g360850
1820	1820	K02183	9161	Cancers: Overview	Cre08.g360900
1821	1821	K02183	9162	Cancers: Specific types	Cre13.g602901
